# id:10--20--10 
-0.71,-0.94,-1
-0.56,0.73,-1
-0.16,-0.85,1
-0.4,0.79,-1
-0.92,-0.95,-1
0.97,0.76,-1
0.07,-0.75,1
-0.82,-0.06,-1
-0.33,0.14,-1
0.76,-0.66,-1
-0.9,0.52,-1
-0.39,-0.36,1
-0.48,-0.26,-1
0.49,0.72,-1
-0.59,0.77,-1
0.13,-0.66,1
-0.33,-0.07,-1
-0.77,0.76,-1
-0.74,0.85,-1
0.64,-0.51,-1
-0.81,-0.26,-1
0.38,0.24,-1
-0.7,0.89,-1
-0.65,0.77,-1
0.94,0.38,-1
-0.65,0.64,-1
-0.95,0.65,-1
-0.01,-0.57,1
-0.28,-0.71,1
0.75,-0.41,-1
-0.9,-0.41,-1
0.38,-0.45,1
0.02,-0.63,1
0.46,0.18,-1
-0.77,-0.81,-1
0.31,0.37,-1
0.53,-0.44,-1
0.22,0.29,-1
-0.02,1,-1
0.22,0.93,-1
-0.93,-0.42,-1
-0.53,0.14,-1
0.92,-0.27,-1
0.03,0.18,-1
-0.67,0.1,-1
-0.11,0.23,-1
0.03,-0.53,1
0.34,-0.54,1
0.65,-0.62,-1
-0.66,0.18,-1
0.89,-0.6,-1
-0.3,-0.1,-1
0.49,0.47,-1
-0.27,-0.95,1
0.29,-0.83,1
-0.46,0.68,-1
0,-0.93,1
-0.81,-0.99,-1
-0.04,0.03,1
0.8,-0.31,-1
-0.48,0.26,-1
0.63,0.95,-1
0,0.45,-1
-0.9,0.64,-1
0.32,0.84,-1
0.17,-0.71,1
0.42,-0.58,1
0.79,0.41,-1
-0.68,0.95,-1
0.12,-0.05,1
-0.74,-0.09,-1
0.26,-0.1,-1
-0.95,-0.06,-1
-0.35,-0.22,1
-0.31,0.09,-1
-0.45,-0.02,-1
-0.41,-0.73,1
0.07,0.01,1
-0.06,0.05,1
-0.93,-0.91,-1
0.1,0.4,-1
0.37,0.97,-1
0.36,-0.56,1
-0.1,-0.19,1
-0.68,-0.92,-1
-0.01,-0.64,1
0,0.97,-1
-0.6,-0.97,1
-0.1,-0.3,1
-1,-0.26,-1
-0.68,0.29,-1
0.67,0.99,-1
0.92,0.13,-1
-0.29,0.55,-1
0.06,0.76,-1
0.46,0.96,-1
-0.94,-0.5,-1
0.49,-0.11,-1
0.87,-0.18,-1
0.1,-0.55,1
-0.91,-0.76,-1
-0.43,-0.68,1
-0.25,-0.82,1
0.49,0.39,-1
0.56,0.71,-1
-0.21,-0.16,1
0.37,0.22,-1
-0.86,-0.14,-1
-0.95,-0.09,-1
0.38,0.57,-1
0.78,-0.75,-1
0.18,0.83,-1
0.73,0.33,-1
-0.42,-0.2,-1
-0.02,0.75,-1
0.79,0.35,-1
-0.22,-0.34,1
0.79,-0.78,-1
0.27,-0.48,1
0.25,0.53,-1
0.28,-0.92,1
-0.17,0.61,-1
-0.35,-0.29,1
-0.39,0.79,-1
0.45,0.25,-1
-0.24,-0.73,1
0.03,0.23,-1
0.75,0.9,-1
0.78,0.76,-1
0.62,0.2,-1
0.95,-0.85,-1
-0.74,-0.83,-1
-0.23,0.93,-1
-0.65,0.08,-1
-0.57,0.69,-1
0.57,0.24,-1
0.67,0.8,-1
0.65,-0.91,1
0.32,0.37,-1
-0.2,0.32,-1
0.17,-0.74,1
-0.11,-0.82,1
-0.25,-0.61,1
0.27,0.64,-1
0.06,0.67,-1
-0.04,-0.85,1
-0.94,-0.09,-1
0.03,0.56,-1
0.65,-0.39,-1
-0.34,0.51,-1
0.04,-0.47,1
-0.69,0.07,-1
-0.27,0.29,-1
-0.16,-0.22,1
-0.62,0.82,-1
0.97,-0.15,-1
-0.22,-0.04,1
0.34,-0.65,1
0.28,0.36,-1
0.62,-0.99,1
-0.24,0.31,-1
-0.75,-0.92,-1
0.17,0.92,-1
0.63,0.52,-1
0,0.2,-1
0.88,-0.27,-1
0.6,-0.47,-1
-0.96,0.34,-1
0.77,-0.75,-1
-0.52,-0.18,-1
-0.87,0.31,-1
0.14,-0.28,1
-0.98,0.52,-1
0.42,0.18,-1
-0.16,0.53,-1
0.36,-0.13,-1
0.64,-0.89,1
-0.97,0.28,-1
-0.01,0.14,-1
0.98,0.25,-1
-0.72,-0.4,-1
-0.05,-0.98,1
0.62,0.2,-1
0.91,0.75,-1
-0.81,0.12,-1
-0.09,-0.75,1
-0.33,-0.16,1
-0.94,1,-1
-0.44,0.77,-1
0.96,0.27,-1
0.12,-0.42,1
-0.43,0.92,-1
-0.29,-0.4,1
0.12,1,-1
0.92,-0.03,-1
0.8,0.12,-1
0.38,0.07,-1
-0.39,0.04,-1
-0.12,0.16,-1
-0.25,-0.58,1
-0.91,-0.81,-1
0.82,0.53,-1
-0.14,0.17,-1
-0.85,0.86,-1
0.98,0.21,-1
0.38,0.66,-1
-0.32,0.07,-1
0.64,-0.64,-1
-0.15,-0.2,1
-0.4,-0.8,1
0,0.56,-1
-0.17,0.04,-1
0.8,-0.31,-1
0.89,0.05,-1
-0.43,0.99,-1
-0.91,0.77,-1
0.8,-0.01,-1
-0.44,-0.93,1
-0.86,0.63,-1
0.34,-0.93,1
-0.43,0.62,-1
0.65,-0.81,-1
-0.65,-0.27,-1
0.7,-0.52,-1
-0.58,-0.84,1
-0.91,0.57,-1
-0.73,0.71,-1
0.54,-0.07,-1
1,-0.04,-1
-0.94,0.11,-1
0.86,-0.54,-1
0.13,0.89,-1
-0.34,0.58,-1
-1,0.87,-1
-0.83,-0.93,-1
0.2,0.81,-1
-0.76,0.8,-1
-0.58,-0.73,1
-0.32,0.37,-1
-0.05,0.73,-1
-0.3,-0.66,1
-0.38,-0.23,-1
0.71,-0.16,-1
0.34,0.63,-1
0.01,0.87,-1
-0.29,-0.41,1
-0.31,0.22,-1
-0.41,-0.89,1
-0.79,-0.11,-1
0.3,-0.96,1
0.92,0.75,-1
0.25,-0.33,1
0.92,-0.51,-1
0.7,0.15,-1
-0.16,0.54,-1
0.15,-0.76,1
0.82,-0.17,-1
-0.55,-0.05,-1
-0.63,0.03,-1
-0.15,-0.43,1
0.53,0.82,-1
-0.74,0.74,-1
-0.89,-0.86,-1
0.67,0.6,-1
-0.31,0.14,-1
0.03,-0.43,1
0.59,0.24,-1
0.71,0.37,-1
-0.22,-0.52,1
0.66,0.96,-1
0.66,0.51,-1
-0.55,0.95,-1
-0.57,-0.72,1
0.25,0.57,-1
-0.86,0.24,-1
0.53,1,-1
-0.49,0.91,-1
0.55,-0.3,-1
-0.45,-0.61,1
0.46,-0.35,-1
0.15,-0.72,1
0.26,0.81,-1
-0.23,0.04,-1
0.07,-0.02,1
-0.83,-0.71,-1
0.09,-0.04,1
-0.92,-0.5,-1
-0.17,0.54,-1
-0.28,0.74,-1
-0.83,-0.38,-1
-0.14,0.42,-1
0.48,0.55,-1
0.81,0.8,-1
-0.73,-0.29,-1
-0.9,0.03,-1
-0.5,0.35,-1
-0.71,-0.49,-1
0.49,0.26,-1
-0.46,-0.11,-1
-0.87,-0.98,-1
1,0.12,-1
-0.61,0.17,-1
0.4,0.64,-1
0.19,-0.4,1
0.94,-0.81,-1
0.99,0.79,-1
-0.32,0.82,-1
0.73,-0.84,-1
-0.31,0.71,-1
-0.37,0.67,-1
0.53,-0.53,1
0.31,0.51,-1
0.12,-0.16,1
-0.37,-0.95,1
0.78,-0.04,-1
0.98,-0.5,-1
0.39,-0.35,-1
-0.87,-0.82,-1
0.13,-0.26,1
0.72,0.19,-1
0.04,0.14,-1
0.64,0.38,-1
0.36,-1,1
-0.21,-0.68,1
0.51,0.55,-1
-0.38,0.05,-1
0.22,-0.37,1
-0.73,-0.01,-1
-0.35,0.87,-1
0.04,0.19,-1
-0.82,-0.76,-1
0.38,-0.79,1
0.33,-0.21,1
-0.75,-1,-1
-0.18,-0.3,1
0.62,0.22,-1
-0.04,0.31,-1
0.27,0.02,-1
-0.58,0.77,-1
0.64,0.27,-1
-0.06,0.06,-1
0.93,-0.7,-1
0.8,0.15,-1
-0.59,0.66,-1
-0.38,0.99,-1
-0.46,-0.85,1
0.75,0.03,-1
0.75,-0.21,-1
0.05,-0.45,1
-0.08,0.1,-1
0.42,-0.14,-1
-0.2,0.93,-1
-0.23,0.95,-1
-0.61,0.55,-1
0.89,0.82,-1
0.23,0.22,-1
-0.94,-0.39,-1
0.87,0.98,-1
-0.72,0.51,-1
-0.98,-0.38,-1
0.88,0.67,-1
0.85,0.79,-1
0.73,0.01,-1
0.32,-0.68,1
0.43,0.65,-1
-0.08,-0.46,1
-0.65,0.09,-1
-0.56,-0.69,-1
-0.18,0.83,-1
0.66,-0.45,-1
-0.65,0.06,-1
0.67,0.73,-1
-0.95,-0.41,-1
-0.9,-0.06,-1
0.34,-0.35,1
-0.39,0.8,-1
0.56,0.38,-1
-0.25,0.43,-1
0.01,0.23,-1
0.37,0.15,-1
0.06,-0.12,1
0.68,-0.83,-1
-0.67,0.19,-1
0.08,0.29,-1
0.36,-0.09,-1
-0.65,0,-1
-0.06,0.46,-1
0.23,1,-1
-0.51,-0.16,-1
-0.09,-0.32,1
-0.65,-0.61,-1
0.87,0.92,-1
0.09,-0.29,1
-0.95,0.99,-1
0.89,0.65,-1
-0.69,-0.74,-1
-0.77,-0.63,-1
0.33,-0.68,1
-0.07,0.28,-1
0.8,-0.77,-1
0.26,-0.87,1
-0.71,-0.01,-1
0.6,-0.48,-1
-0.57,-0.89,1
-0.33,0.4,-1
0.65,0.46,-1
-0.7,-0.61,-1
-0.29,0.61,-1
-0.36,0.36,-1
0.07,0.5,-1
-0.21,-0.98,1
0.91,0.72,-1
0.93,-0.16,-1
-0.79,-0.68,-1
0.79,0.25,-1
0.89,-0.26,-1
-0.77,-0.85,-1
0.62,0.34,-1
-0.76,0.3,-1
0.8,-0.57,-1
-0.2,0.75,-1
0.01,-0.7,1
0.58,0.78,-1
0.06,0.15,-1
0.79,0.22,-1
0.27,0.73,-1
-0.12,-0.82,1
0.75,-0.24,-1
0.2,-0.92,1
-0.15,0.15,-1
0.03,-0.79,1
-0.04,-0.69,1
-0.84,0.42,-1
0.33,-0.58,1
-0.05,-0.81,1
0.19,0.09,-1
-0.23,0.89,-1
-0.36,-0.43,1
0.66,-0.28,-1
-0.29,-0.11,1
-0.68,-0.54,-1
-0.39,-0.12,-1
0.28,0.68,-1
-0.1,0.84,-1
-0.89,-0.69,-1
0.44,0.76,-1
0.15,-0.29,1
0.75,-0.39,-1
0.79,-0.47,-1
-0.43,-0.73,1
0.67,-0.77,-1
-0.9,-0.49,-1
-0.57,0.07,-1
-0.34,-0.31,-1
-0.95,0.72,-1
-0.66,0.93,-1
-0.53,-0.39,-1
-0.48,-0.61,1
-0.11,0.91,-1
0.28,-0.41,1
-0.11,0.43,-1
0.68,-0.55,-1
-1,-0.77,-1
0.98,0.02,-1
0.28,0.98,-1
0.96,0.19,-1
0.61,0.7,-1
-0.14,0.98,-1
-0.98,-1,-1
0.42,0.6,-1
0.19,0.05,-1
0.67,-0.58,-1
0.42,-0.42,1
0.07,0.7,-1
-0.47,0.37,-1
0.33,0.27,-1
-0.58,0.17,-1
0.65,-0.75,1
0.4,-0.6,1
-0.21,0.15,-1
0.46,-0.56,1
0.52,-0.19,-1
-0.37,0.63,-1
0.33,-0.19,-1
-0.76,-0.28,-1
0.4,-1,1
0.46,0.65,-1
0.15,0.02,1
-0.33,-0.7,1
0.22,0.83,-1
0.63,-0.93,1
1,0.25,-1
-0.68,-0.69,-1
-0.8,-0.78,-1
0,0.34,-1
0.15,-0.82,1
0.83,0.91,-1
0.63,1,-1
0.58,-0.64,-1
-0.23,-0.71,1
-0.83,0.79,-1
-0.21,-1,1
-0.84,-0.88,-1
-0.15,0.59,-1
0.2,-0.48,1
-0.22,-0.1,1
-0.85,0.28,-1
0.57,0.54,-1
0.5,0.86,-1
-0.12,0.2,-1
0.37,0.42,-1
-0.28,0.67,-1
0.71,0.56,-1
-0.67,-0.71,-1
0.76,-0.12,-1
-0.14,0.3,-1
-0.04,0.63,-1
0.98,0.64,-1
-0.83,-0.42,-1
-0.87,0.38,-1
-0.66,0.38,-1
-0.81,-0.34,-1
0.14,-0.83,1
0.4,-0.52,1
0.44,0.32,-1
0.94,0.8,-1
0.03,0.27,-1
-0.26,0.64,-1
0.96,0.73,-1
0.09,-0.19,1
0.71,-0.35,-1
0.43,0.35,-1
-0.25,0.04,-1
0.3,0.26,-1
-0.35,-0.18,1
-0.25,0.72,-1
0.93,-0.82,-1
-0.73,-0.25,-1
-0.21,-0.81,1
-0.86,0.22,-1
-0.7,-0.45,-1
0.56,-0.52,-1
-0.04,0.45,-1
0.17,0.78,-1
0.57,-0.85,1
-0.87,-0.66,-1
0.19,0.56,-1
0.56,0.05,-1
-0.84,-0.34,-1
-0.75,0.03,-1
0.41,-0.79,1
0.33,0.3,-1
-0.14,0.13,-1
0.83,-0.61,-1
-0.9,-0.48,-1
0.52,0.37,-1
0.54,-0.32,-1
-0.74,0.95,-1
0.72,0.2,-1
0.41,0.42,-1
-0.78,-0.24,-1
-0.82,0.08,-1
0.44,0.2,-1
0.47,-0.25,-1
0.9,0.03,-1
0.06,0.92,-1
-0.77,-0.35,-1
-0.65,-0.71,-1
0.55,-0.51,1
-0.66,0.62,-1
0.59,0.54,-1
0.02,-0.55,1
0.61,-0.68,1
-0.74,0.26,-1
0.7,0.67,-1
-0.9,-0.26,-1
-0.19,-0.11,1
-0.47,0.98,-1
-0.09,-0.24,1
0.06,-0.09,1
-0.32,0.6,-1
-0.26,-0.88,1
0.47,0.89,-1
0.39,-0.46,1
-0.25,0.95,-1
0.83,0.68,-1
0.38,-0.89,1
0.6,0.6,-1
0.97,0.23,-1
0.91,-0.12,-1
0.41,0.9,-1
0.29,0.89,-1
0,-0.38,1
0.65,-0.1,-1
-0.61,0.69,-1
-0.94,0.51,-1
0.72,0.29,-1
0.18,-0.22,1
0.45,0.82,-1
0.66,0.44,-1
-0.83,-0.14,-1
-0.76,0.41,-1
0.28,0.38,-1
-0.88,0.34,-1
-0.63,0.82,-1
0.53,-0.65,1
0.12,0.15,-1
0.94,-0.83,-1
0.34,0.79,-1
0.88,0.98,-1
0.57,-0.77,1
0.53,-0.4,-1
0.02,-0.61,1
0.06,-0.78,1
-0.08,-0.73,1
-0.4,-0.62,1
0.23,0.73,-1
0.88,0.69,-1
-0.05,-0.26,1
-0.54,0.28,-1
0.08,-0.17,1
-0.2,-0.69,1
0.28,0.48,-1
0.72,0.01,-1
0.76,0.14,-1
0.52,0.35,-1
-0.2,-0.7,1
0.76,0.6,-1
-0.43,-0.6,1
-0.93,-0.74,-1
-0.05,0.66,-1
0.56,0.37,-1
0.74,-0.1,-1
0.44,0.58,-1
-0.46,-0.13,-1
-0.82,-0.49,-1
0.15,-0.9,1
-0.53,-0.58,1
-0.13,0.12,-1
-0.65,-0.44,-1
-0.97,-0.41,-1
0.39,0.88,-1
-0.22,-0.22,1
0.33,0.93,-1
0.68,0.99,-1
0.97,0.64,-1
0.93,0.07,-1
0.74,0,-1
-0.96,-0.5,-1
0.53,0.23,-1
0.2,-0.15,-1
0.73,0.79,-1
0.53,-0.31,-1
0.16,0.49,-1
0.58,0.85,-1
0.96,0.14,-1
0.95,0.54,-1
0.77,0.06,-1
-0.74,0.16,-1
0.6,0.74,-1
-0.63,-0.51,-1
-0.47,-0.17,-1
-0.92,-0.37,-1
0.34,-0.5,1
0.93,0.25,-1
-0.14,0.7,-1
0.77,0.82,-1
-0.16,0.76,-1
-0.44,0.36,-1
0.51,-0.6,1
-0.9,0.26,-1
-0.9,-0.56,-1
-0.08,0.28,-1
-0.48,0.47,-1
-0.6,-0.5,-1
0.36,-0.1,-1
0.1,-0.71,1
-0.63,0.6,-1
0.13,0.36,-1
-0.86,0.46,-1
0.24,0.49,-1
0.71,0.18,-1
0.38,0.58,-1
0.86,0.4,-1
0.97,-0.68,-1
-0.15,-0.46,1
-0.08,-0.41,1
-0.17,-0.07,1
-0.4,0.87,-1
-0.21,0.91,-1
-0.16,-0.95,1
-0.38,0.69,-1
0.65,0.32,-1
0.21,-0.55,1
0.9,-0.48,-1
-0.95,-0.14,-1
-0.77,-0.68,-1
0.34,0.76,-1
0.02,0.44,-1
-0.38,0.69,-1
